INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I162032541,00301,Robbery,ROBBERY - STREET,C11, ,,2016-04-26 23:24:00,2016,4,Tuesday,23,Part One,,,,"(0.00000000, 0.00000000)"
I162032530,00301,Robbery,ROBBERY - STREET,D4,157,,2016-04-26 22:24:00,2016,4,Tuesday,22,Part One,W CONCORD ST,42.33961962,-71.07699237,"(42.33961962, -71.07699237)"
I162032526,00301,Robbery,ROBBERY - STREET,B3,472,,2016-04-26 21:18:00,2016,4,Tuesday,21,Part One,ALMONT ST,42.2752767,-71.09554245,"(42.27527670, -71.09554245)"
I162032513,00361,Robbery,ROBBERY - OTHER,D14,768,,2016-04-26 20:39:00,2016,4,Tuesday,20,Part One,N BEACON ST,42.35733055,-71.15356929,"(42.35733055, -71.15356929)"
I162032364,00371,Robbery,ROBBERY - HOME INVASION,B3,427,,2016-04-26 12:40:00,2016,4,Tuesday,12,Part One,FESSENDEN ST,42.27855984,-71.09199697,"(42.27855984, -71.09199697)"
I162032294,00351,Robbery,ROBBERY - BANK,C6,182,,2016-04-26 08:36:00,2016,4,Tuesday,8,Part One,MASSACHUSETTS AVE,42.32633527,-71.06648796,"(42.32633527, -71.06648796)"
I162032246,00301,Robbery,ROBBERY - STREET,E13,576,,2016-04-25 23:09:00,2016,4,Monday,23,Part One,BOYLSTON ST,42.31576554,-71.10270104,"(42.31576554, -71.10270104)"
I162032187,00301,Robbery,ROBBERY - STREET,E13, ,,2016-04-25 18:10:00,2016,4,Monday,18,Part One,,,,"(0.00000000, 0.00000000)"
I162032135,00351,Robbery,ROBBERY - BANK,E18,519,,2016-04-25 16:07:00,2016,4,Monday,16,Part One,RIVER ST,42.25609213,-71.12079615,"(42.25609213, -71.12079615)"
I162032093,00301,Robbery,ROBBERY - STREET,B3,472,,2016-04-25 13:19:00,2016,4,Monday,13,Part One,BROCKTON ST,42.2703642,-71.09949286,"(42.27036420, -71.09949286)"
I162032040,00361,Robbery,ROBBERY - OTHER,B2,286,,2016-04-23 22:00:00,2016,4,Saturday,22,Part One,RUGGLES ST,42.33445761,-71.088061,"(42.33445761, -71.08806100)"
I162031966,00361,Robbery,ROBBERY - OTHER,C6,914,,2016-04-25 02:58:00,2016,4,Monday,2,Part One,DR. MICHAEL GAVIN WAY,42.32614559,-71.05349144,"(42.32614559, -71.05349144)"
I162031855,00311,Robbery,ROBBERY - COMMERCIAL,B2,276,,2016-04-24 16:54:00,2016,4,Sunday,16,Part One,WASHINGTON ST,42.33139659,-71.08232496,"(42.33139659, -71.08232496)"
I162031673,00301,Robbery,ROBBERY - STREET,B2,312,,2016-04-24 02:44:00,2016,4,Sunday,2,Part One,HAROLD ST,42.31688606,-71.0900119,"(42.31688606, -71.09001190)"
I162031658,00301,Robbery,ROBBERY - STREET,D4,159,,2016-04-24 01:36:00,2016,4,Sunday,1,Part One,W DEDHAM ST,42.34186765,-71.07272215,"(42.34186765, -71.07272215)"
I162031648,00301,Robbery,ROBBERY - STREET,D4,273,,2016-04-24 00:01:00,2016,4,Sunday,0,Part One,MASSACHUSETTS AVE,42.33755715,-71.07836018,"(42.33755715, -71.07836018)"
I162030130,00301,Robbery,ROBBERY - STREET,B3,424,,2016-04-18 19:10:00,2016,4,Monday,19,Part One,FREMONT ST,42.26995362,-71.09006602,"(42.26995362, -71.09006602)"
I162031405,00361,Robbery,ROBBERY - OTHER,C11,342,,2016-04-23 02:44:00,2016,4,Saturday,2,Part One,TOPLIFF ST,42.30336787,-71.06827221,"(42.30336787, -71.06827221)"
I162031364,00301,Robbery,ROBBERY - STREET,D4,620,,2016-04-22 22:38:00,2016,4,Friday,22,Part One,MASSACHUSETTS AVE,42.34621459,-71.08721196,"(42.34621459, -71.08721196)"
I162031340,00301,Robbery,ROBBERY - STREET,D14,816,,2016-04-22 21:11:00,2016,4,Friday,21,Part One,EMPIRE ST,42.35811526,-71.12761368,"(42.35811526, -71.12761368)"
I162031276,00301,Robbery,ROBBERY - STREET,A7,26,,2016-04-22 17:25:00,2016,4,Friday,17,Part One,FALCON ST,42.38197962,-71.03929306,"(42.38197962, -71.03929306)"
I162031261,00351,Robbery,ROBBERY - BANK,E13,635,,2016-04-22 15:53:00,2016,4,Friday,15,Part One,CENTRE ST,42.3176879,-71.11292384,"(42.31768790, -71.11292384)"
I162030130,00361,Robbery,ROBBERY - OTHER,B3,424,,2016-04-18 19:10:00,2016,4,Monday,19,Part One,FREMONT ST,42.26995362,-71.09006602,"(42.26995362, -71.09006602)"
I162031131,00311,Robbery,ROBBERY - COMMERCIAL,B3,428,,2016-04-22 06:56:00,2016,4,Friday,6,Part One,MORTON ST,42.28127425,-71.08654557,"(42.28127425, -71.08654557)"
I162031119,00301,Robbery,ROBBERY - STREET,A1, ,,2016-04-22 03:58:00,2016,4,Friday,3,Part One,,,,"(0.00000000, 0.00000000)"
I162031105,00301,Robbery,ROBBERY - STREET,B2,320,,2016-04-22 01:54:00,2016,4,Friday,1,Part One,CHENEY ST,42.30970016,-71.08582414,"(42.30970016, -71.08582414)"
I162030935,00351,Robbery,ROBBERY - BANK,E18,525,,2016-04-21 14:04:00,2016,4,Thursday,14,Part One,TRUMAN PKWY,42.24124926,-71.12629908,"(42.24124926, -71.12629908)"
I162030828,00301,Robbery,ROBBERY - STREET,B2, ,,2016-04-20 17:30:00,2016,4,Wednesday,17,Part One,,,,"(0.00000000, 0.00000000)"
I162030755,00301,Robbery,ROBBERY - STREET,E18,480,,2016-04-20 19:51:00,2016,4,Wednesday,19,Part One,GREENFIELD RD,42.26701637,-71.10147007,"(42.26701637, -71.10147007)"
I162030703,00301,Robbery,ROBBERY - STREET,C11,350,,2016-04-20 17:55:00,2016,4,Wednesday,17,Part One,DORCHESTER AVE,42.30254239,-71.0595669,"(42.30254239, -71.05956690)"
I162030584,00371,Robbery,ROBBERY - HOME INVASION,C11,243,,2016-04-20 11:07:00,2016,4,Wednesday,11,Part One,TRESCOTT ST,42.31580044,-71.06052053,"(42.31580044, -71.06052053)"
I162030550,00351,Robbery,ROBBERY - BANK,C6,191,,2016-04-20 09:17:00,2016,4,Wednesday,9,Part One,SOUTHAMPTON ST,42.32962107,-71.05763827,"(42.32962107, -71.05763827)"
I162030537,00311,Robbery,ROBBERY - COMMERCIAL,B3,467,,2016-04-20 08:02:00,2016,4,Wednesday,8,Part One,WESTMORE RD,42.28353324,-71.09735177,"(42.28353324, -71.09735177)"
I162030511,00301,Robbery,ROBBERY - STREET,C6,914,,2016-04-20 00:45:00,2016,4,Wednesday,0,Part One,HENRY STERLING SQ,42.32648547,-71.05487817,"(42.32648547, -71.05487817)"
I162030292,00361,Robbery,ROBBERY - OTHER,D4,624,,2016-04-18 17:30:00,2016,4,Monday,17,Part One,HUNTINGTON AVE,42.34044966,-71.08845935,"(42.34044966, -71.08845935)"
I162030207,00301,Robbery,ROBBERY - STREET,D4, ,,2016-04-19 03:01:00,2016,4,Tuesday,3,Part One,,,,"(0.00000000, 0.00000000)"
I162030180,00301,Robbery,ROBBERY - STREET,B2, ,,2016-04-18 22:33:12,2016,4,Monday,22,Part One,,,,"(0.00000000, 0.00000000)"
I162030173,00301,Robbery,ROBBERY - STREET,C6,914,,2016-04-18 21:44:00,2016,4,Monday,21,Part One,HENRY STERLING SQ,42.32692215,-71.05447525,"(42.32692215, -71.05447525)"
I162029947,00301,Robbery,ROBBERY - STREET,A7,17,,2016-04-18 01:29:00,2016,4,Monday,1,Part One,CHELSEA ST,42.3791237,-71.0280821,"(42.37912370, -71.02808210)"
I162029940,00301,Robbery,ROBBERY - STREET,B2,288,,2016-04-18 00:55:00,2016,4,Monday,0,Part One,WASHINGTON ST,42.32974821,-71.08454012,"(42.32974821, -71.08454012)"
I162029938,00301,Robbery,ROBBERY - STREET,B3,469,,2016-04-17 23:40:00,2016,4,Sunday,23,Part One,TENNIS RD,42.27615691,-71.09550303,"(42.27615691, -71.09550303)"
I162029622,00301,Robbery,ROBBERY - STREET,D14,939,,2016-04-16 16:55:00,2016,4,Saturday,16,Part One,N BEACON ST,42.3572303,-71.15321998,"(42.35723030, -71.15321998)"
I162029144,00361,Robbery,ROBBERY - OTHER,B2,311,,2016-04-15 01:43:00,2016,4,Friday,1,Part One,MAYWOOD ST,42.31679542,-71.07964562,"(42.31679542, -71.07964562)"
I162029588,00301,Robbery,ROBBERY - STREET,C11,351,,2016-04-16 16:46:00,2016,4,Saturday,16,Part One,HARBELL TER,42.30149207,-71.05792413,"(42.30149207, -71.05792413)"
I162029500,00301,Robbery,ROBBERY - STREET,C11,341,,2016-04-16 11:12:00,2016,4,Saturday,11,Part One,BOWDOIN ST,42.30553434,-71.06788511,"(42.30553434, -71.06788511)"
I162029498,00361,Robbery,ROBBERY - OTHER,D4,624,,2016-04-16 02:30:00,2016,4,Saturday,2,Part One,BROOKLINE AVE,42.34746241,-71.09826597,"(42.34746241, -71.09826597)"
I162029391,00301,Robbery,ROBBERY - STREET,B3,472,,2016-04-15 21:44:00,2016,4,Friday,21,Part One,ALMONT ST,42.2752767,-71.09554245,"(42.27527670, -71.09554245)"
I162029364,00301,Robbery,ROBBERY - STREET,C11,351,,2016-04-15 20:10:00,2016,4,Friday,20,Part One,DUNCAN ST,42.30165784,-71.0578559,"(42.30165784, -71.05785590)"
I162029362,00301,Robbery,ROBBERY - STREET,C11,351,,2016-04-15 20:51:00,2016,4,Friday,20,Part One,LINCOLN ST,42.29979065,-71.05954439,"(42.29979065, -71.05954439)"
I162029303,00381,Robbery,ROBBERY - CAR JACKING,C6,186,,2016-04-15 16:30:00,2016,4,Friday,16,Part One,ALLSTATE RD,,,"(0.00000000, 0.00000000)"
I162029263,00301,Robbery,ROBBERY - STREET,C11,351,,2016-04-13 20:00:00,2016,4,Wednesday,20,Part One,LINCOLN ST,42.29979065,-71.05954439,"(42.29979065, -71.05954439)"
I162029114,00311,Robbery,ROBBERY - COMMERCIAL,B3,469,,2016-04-14 21:19:00,2016,4,Thursday,21,Part One,WALK HILL ST,42.28082671,-71.09754718,"(42.28082671, -71.09754718)"
I162029027,00351,Robbery,ROBBERY - BANK,E13,643,,2016-04-14 15:46:00,2016,4,Thursday,15,Part One,CENTRE ST,42.31127465,-71.11448366,"(42.31127465, -71.11448366)"
I162029003,00351,Robbery,ROBBERY - BANK,B2,257,,2016-04-14 14:16:00,2016,4,Thursday,14,Part One,COLUMBIA RD,42.31685976,-71.06527513,"(42.31685976, -71.06527513)"
I162028900,00311,Robbery,ROBBERY - COMMERCIAL,B3,458,,2016-04-14 09:27:00,2016,4,Thursday,9,Part One,GLENWAY ST,42.30131086,-71.08443841,"(42.30131086, -71.08443841)"
I162028825,00301,Robbery,ROBBERY - STREET,B2,328,,2016-04-13 21:42:00,2016,4,Wednesday,21,Part One,CEYLON ST,42.31082341,-71.07267019,"(42.31082341, -71.07267019)"
I162028399,00301,Robbery,ROBBERY - STREET,C11,356,,2016-04-12 16:30:00,2016,4,Tuesday,16,Part One,FAULKNER ST,42.29927603,-71.06218005,"(42.29927603, -71.06218005)"
I162028227,00301,Robbery,ROBBERY - STREET,A7,19,,2016-04-12 03:46:00,2016,4,Tuesday,3,Part One,SARATOGA ST,42.37864819,-71.03089238,"(42.37864819, -71.03089238)"
I162028076,00351,Robbery,ROBBERY - BANK,E5,735,,2016-04-11 16:26:00,2016,4,Monday,16,Part One,CENTRE ST,42.28484835,-71.15663579,"(42.28484835, -71.15663579)"
I162027984,00301,Robbery,ROBBERY - STREET,C6,188,,2016-04-11 13:25:00,2016,4,Monday,13,Part One,BOSTON ST,42.32235731,-71.06105112,"(42.32235731, -71.06105112)"
I162027943,00311,Robbery,ROBBERY - COMMERCIAL,B3,458,,2016-04-11 10:33:00,2016,4,Monday,10,Part One,BLUE HILL AVE,42.30238881,-71.08539388,"(42.30238881, -71.08539388)"
I162027923,00361,Robbery,ROBBERY - OTHER,B2,605,,2016-04-08 13:00:00,2016,4,Friday,13,Part One,PARKER HILL AVE,42.33267994,-71.109579,"(42.33267994, -71.10957900)"
I162027875,00301,Robbery,ROBBERY - STREET,C11,235,,2016-04-10 23:37:00,2016,4,Sunday,23,Part One,DORCHESTER AVE,42.31986844,-71.05676985,"(42.31986844, -71.05676985)"
I162027840,00301,Robbery,ROBBERY - STREET,B3,428,,2016-04-10 04:00:00,2016,4,Sunday,4,Part One,HOSMER ST,42.28079658,-71.09039724,"(42.28079658, -71.09039724)"
I162027804,00301,Robbery,ROBBERY - STREET,E13, ,,2016-04-10 18:31:00,2016,4,Sunday,18,Part One,,42.31461036,-71.09947709,"(42.31461036, -71.09947709)"
I162027757,00301,Robbery,ROBBERY - STREET,C11, ,,2016-04-08 11:30:00,2016,4,Friday,11,Part One,,,,"(0.00000000, 0.00000000)"
I162027700,00361,Robbery,ROBBERY - OTHER,B3,427,,2016-04-10 08:57:00,2016,4,Sunday,8,Part One,EVELYN ST,42.27934055,-71.09130505,"(42.27934055, -71.09130505)"
I162027683,00301,Robbery,ROBBERY - STREET,B2,305,,2016-04-10 04:27:00,2016,4,Sunday,4,Part One,CODMAN PARK,42.31975528,-71.09333322,"(42.31975528, -71.09333322)"
I162027638,00301,Robbery,ROBBERY - STREET,B3,469,,2016-04-09 23:22:00,2016,4,Saturday,23,Part One,TENNIS RD,42.27615691,-71.09550303,"(42.27615691, -71.09550303)"
I162027625,00301,Robbery,ROBBERY - STREET,E13,912,,2016-04-09 22:01:00,2016,4,Saturday,22,Part One,CENTRE ST,42.32286022,-71.1013609,"(42.32286022, -71.10136090)"
I162027624,00361,Robbery,ROBBERY - OTHER,E13,508,,2016-04-09 21:29:00,2016,4,Saturday,21,Part One,HYDE PARK AVE,42.29182835,-71.11780085,"(42.29182835, -71.11780085)"
I162027618,00301,Robbery,ROBBERY - STREET,D4,271,,2016-04-09 22:00:00,2016,4,Saturday,22,Part One,NORTHAMPTON ST,42.33523404,-71.07670603,"(42.33523404, -71.07670603)"
I162027612,00301,Robbery,ROBBERY - STREET,A15,900,,2016-04-09 21:33:00,2016,4,Saturday,21,Part One,DECATUR ST,42.37829205,-71.05387024,"(42.37829205, -71.05387024)"
I162027580,00301,Robbery,ROBBERY - STREET,C11,394,,2016-04-09 19:09:00,2016,4,Saturday,19,Part One,DORCHESTER AVE,42.28526024,-71.06444063,"(42.28526024, -71.06444063)"
I162027450,00311,Robbery,ROBBERY - COMMERCIAL,B3,457,,2016-04-09 10:48:00,2016,4,Saturday,10,Part One,BLUE HILL AVE,42.30082268,-71.08589873,"(42.30082268, -71.08589873)"
I162027440,00301,Robbery,ROBBERY - STREET,C11,342,,2016-04-08 21:00:00,2016,4,Friday,21,Part One,LEVANT ST,42.30357612,-71.06880797,"(42.30357612, -71.06880797)"
I162027398,00311,Robbery,ROBBERY - COMMERCIAL,C6,200,,2016-04-09 02:51:00,2016,4,Saturday,2,Part One,W BROADWAY,42.34162923,-71.05520447,"(42.34162923, -71.05520447)"
I162027318,00311,Robbery,ROBBERY - COMMERCIAL,B2,302,,2016-04-08 19:37:00,2016,4,Friday,19,Part One,MARCELLA ST,42.32369646,-71.09564674,"(42.32369646, -71.09564674)"
I162027145,00361,Robbery,ROBBERY - OTHER,C6,174,,2016-04-07 21:30:00,2016,4,Thursday,21,Part One,ELLERY ST,42.33069205,-71.05826064,"(42.33069205, -71.05826064)"
I162027071,00301,Robbery,ROBBERY - STREET,A15,900,,2016-04-08 00:33:00,2016,4,Friday,0,Part One,DECATUR ST,42.37829205,-71.05387024,"(42.37829205, -71.05387024)"
I162027021,00301,Robbery,ROBBERY - STREET,C11,388,,2016-04-07 20:05:00,2016,4,Thursday,20,Part One,DORCHESTER AVE,42.2783992,-71.06636305,"(42.27839920, -71.06636305)"
I162026990,00301,Robbery,ROBBERY - STREET,C11,350,,2016-04-07 18:09:00,2016,4,Thursday,18,Part One,ORCHARDFIELD ST,42.30390419,-71.05884547,"(42.30390419, -71.05884547)"
I162026983,00311,Robbery,ROBBERY - COMMERCIAL,C11,333,,2016-04-07 17:52:00,2016,4,Thursday,17,Part One,COLUMBIA RD,42.31069804,-71.07119068,"(42.31069804, -71.07119068)"
I162026915,00371,Robbery,ROBBERY - HOME INVASION,C11,241,,2016-04-07 14:56:00,2016,4,Thursday,14,Part One,ALVAN TER,42.31716708,-71.06264299,"(42.31716708, -71.06264299)"
I162026740,00301,Robbery,ROBBERY - STREET,E13,571,,2016-04-07 00:07:00,2016,4,Thursday,0,Part One,FOREST HILLS ST,42.31078949,-71.10224589,"(42.31078949, -71.10224589)"
I162026198,00301,Robbery,ROBBERY - STREET,D4,623,,2016-04-05 05:18:00,2016,4,Tuesday,5,Part One,COMMONWEALTH AVE,42.34877575,-71.09606805,"(42.34877575, -71.09606805)"
I162026051,00301,Robbery,ROBBERY - STREET,B2,266,,2016-04-04 13:20:00,2016,4,Monday,13,Part One,BLUE HILL AVE,42.32324394,-71.07642483,"(42.32324394, -71.07642483)"
I162025945,00301,Robbery,ROBBERY - STREET,D14,801,,2016-04-04 02:00:00,2016,4,Monday,2,Part One,FARRINGTON AVE,42.35445939,-71.13091268,"(42.35445939, -71.13091268)"
I162025941,00301,Robbery,ROBBERY - STREET,A1, ,,2016-04-04 02:19:00,2016,4,Monday,2,Part One,,,,"(0.00000000, 0.00000000)"
I162025914,00301,Robbery,ROBBERY - STREET,C11,375,,2016-04-03 22:40:00,2016,4,Sunday,22,Part One,NEPONSET AVE,42.28841085,-71.04710091,"(42.28841085, -71.04710091)"
I162025771,00311,Robbery,ROBBERY - COMMERCIAL,B3,458,,2016-04-03 11:41:00,2016,4,Sunday,11,Part One,GLENWAY ST,42.30131086,-71.08443841,"(42.30131086, -71.08443841)"
I162025728,00361,Robbery,ROBBERY - OTHER,B3,943,,2016-04-03 05:05:00,2016,4,Sunday,5,Part One,WOODRUFF WAY,42.27662691,-71.08123973,"(42.27662691, -71.08123973)"
I162025728,00301,Robbery,ROBBERY - STREET,B3,943,,2016-04-03 05:05:00,2016,4,Sunday,5,Part One,WOODRUFF WAY,42.27662691,-71.08123973,"(42.27662691, -71.08123973)"
I162025651,00311,Robbery,ROBBERY - COMMERCIAL,C11,399,,2016-04-02 20:47:00,2016,4,Saturday,20,Part One,WASHINGTON ST,42.28782963,-71.07119282,"(42.28782963, -71.07119282)"
I162025488,00301,Robbery,ROBBERY - STREET,C11,246,,2016-04-02 09:39:00,2016,4,Saturday,9,Part One,SUDAN ST,42.3166828,-71.05541001,"(42.31668280, -71.05541001)"
I162025459,00301,Robbery,ROBBERY - STREET,D14,783,,2016-04-02 05:41:00,2016,4,Saturday,5,Part One,CAMBRIDGE ST,42.3499624,-71.14762531,"(42.34996240, -71.14762531)"
I162025445,00301,Robbery,ROBBERY - STREET,B2, ,,2016-04-02 03:36:00,2016,4,Saturday,3,Part One,,,,"(0.00000000, 0.00000000)"
I162025442,00361,Robbery,ROBBERY - OTHER,C6,186,,2016-04-02 03:52:00,2016,4,Saturday,3,Part One,BOSTON ST,42.32692112,-71.05841861,"(42.32692112, -71.05841861)"
I162025357,00301,Robbery,ROBBERY - STREET,C6,209,,2016-04-01 22:03:00,2016,4,Friday,22,Part One,E ST,42.34245081,-71.0438705,"(42.34245081, -71.04387050)"
I162025287,00301,Robbery,ROBBERY - STREET,C11,358,,2016-04-01 17:27:00,2016,4,Friday,17,Part One,GREENBRIER ST,42.29642169,-71.07045327,"(42.29642169, -71.07045327)"
I162025243,00301,Robbery,ROBBERY - STREET,E18,503,,2016-04-01 15:27:00,2016,4,Friday,15,Part One,WALK HILL ST,42.28817734,-71.10737415,"(42.28817734, -71.10737415)"
I162025176,00301,Robbery,ROBBERY - STREET,E13,304,,2016-03-31 23:00:00,2016,3,Thursday,23,Part One,WASHINGTON ST,42.31615184,-71.09795135,"(42.31615184, -71.09795135)"
I162025154,00351,Robbery,ROBBERY - BANK,B2,321,,2016-04-01 11:28:00,2016,4,Friday,11,Part One,WARREN ST,42.31011153,-71.0829899,"(42.31011153, -71.08298990)"
I162025116,00301,Robbery,ROBBERY - STREET,A7,2,,2016-04-01 00:45:00,2016,4,Friday,0,Part One,WALDEMAR AVE,42.39146297,-71.00134187,"(42.39146297, -71.00134187)"
I162025078,00301,Robbery,ROBBERY - STREET,B2,279,,2016-04-01 04:45:00,2016,4,Friday,4,Part One,DUDLEY ST,42.32853529,-71.08213874,"(42.32853529, -71.08213874)"
I162025019,00301,Robbery,ROBBERY - STREET,B2,588,,2016-03-31 21:48:00,2016,3,Thursday,21,Part One,PARKER ST,42.33226842,-71.09674843,"(42.33226842, -71.09674843)"
I162024905,00351,Robbery,ROBBERY - BANK,E5,679,,2016-03-31 16:18:00,2016,3,Thursday,16,Part One,BELGRADE AVE,42.28665632,-71.13128576,"(42.28665632, -71.13128576)"
I162024840,00351,Robbery,ROBBERY - BANK,A1,102,,2016-03-31 12:26:00,2016,3,Thursday,12,Part One,TREMONT ST,42.35768645,-71.06075134,"(42.35768645, -71.06075134)"
I162024810,00301,Robbery,ROBBERY - STREET,C11,356,,2016-03-31 11:00:00,2016,3,Thursday,11,Part One,CHARLES ST,42.30014431,-71.06337934,"(42.30014431, -71.06337934)"
I162024777,00351,Robbery,ROBBERY - BANK,D4,631,,2016-03-31 09:15:00,2016,3,Thursday,9,Part One,COMMONWEALTH AVE,42.34903931,-71.09933787,"(42.34903931, -71.09933787)"
I162024756,00311,Robbery,ROBBERY - COMMERCIAL,D4,149,,2016-03-31 07:52:00,2016,3,Thursday,7,Part One,COLUMBUS AVE,42.34657497,-71.0743865,"(42.34657497, -71.07438650)"
I162024684,00301,Robbery,ROBBERY - STREET,E13,582,,2016-03-30 16:30:00,2016,3,Wednesday,16,Part One,CREIGHTON ST,42.32348445,-71.10813006,"(42.32348445, -71.10813006)"
I162024663,00361,Robbery,ROBBERY - OTHER,B3,476,,2016-03-30 19:55:00,2016,3,Wednesday,19,Part One,BLUE HILL AVE,42.26817397,-71.09387677,"(42.26817397, -71.09387677)"
I162024458,00301,Robbery,ROBBERY - STREET,D4,138,,2016-03-30 07:00:00,2016,3,Wednesday,7,Part One,NEWBURY ST,42.34999733,-71.0810344,"(42.34999733, -71.08103440)"
I162024455,00311,Robbery,ROBBERY - COMMERCIAL,A1,120,,2016-03-30 09:31:00,2016,3,Wednesday,9,Part One,PARK PLZ,42.35162789,-71.0686641,"(42.35162789, -71.06866410)"
I162024409,00301,Robbery,ROBBERY - STREET,E13,634,,2016-03-30 00:50:00,2016,3,Wednesday,0,Part One,CENTRE ST,42.32015414,-71.11119859,"(42.32015414, -71.11119859)"
I162024409,00361,Robbery,ROBBERY - OTHER,E13,634,,2016-03-30 00:50:00,2016,3,Wednesday,0,Part One,CENTRE ST,42.32015414,-71.11119859,"(42.32015414, -71.11119859)"
I162024401,00301,Robbery,ROBBERY - STREET,E13,302,,2016-03-30 00:02:00,2016,3,Wednesday,0,Part One,COLUMBUS AVE,42.32492546,-71.09839601,"(42.32492546, -71.09839601)"
I162024353,00301,Robbery,ROBBERY - STREET,A7,27,,2016-03-29 20:20:00,2016,3,Tuesday,20,Part One,,,,"(0.00000000, 0.00000000)"
I162024349,00301,Robbery,ROBBERY - STREET,B3,435,,2016-03-29 16:30:00,2016,3,Tuesday,16,Part One,DUNBAR AVE,42.28646063,-71.07268587,"(42.28646063, -71.07268587)"
I162024345,00301,Robbery,ROBBERY - STREET,A15,900,,2016-03-29 20:10:00,2016,3,Tuesday,20,Part One,DECATUR ST,42.37829205,-71.05387024,"(42.37829205, -71.05387024)"
I162024344,00301,Robbery,ROBBERY - STREET,E13,906,,2016-03-29 19:20:00,2016,3,Tuesday,19,Part One,WALDEN ST,42.32561013,-71.10449956,"(42.32561013, -71.10449956)"
I162024303,00361,Robbery,ROBBERY - OTHER,E13,912,,2016-03-29 18:01:00,2016,3,Tuesday,18,Part One,PARKER ST,42.32469443,-71.10087902,"(42.32469443, -71.10087902)"
I162024100,00301,Robbery,ROBBERY - STREET,D4, ,,2016-03-29 02:20:00,2016,3,Tuesday,2,Part One,,,,"(0.00000000, 0.00000000)"
I162023982,00361,Robbery,ROBBERY - OTHER,B2,324,,2016-03-27 10:35:00,2016,3,Sunday,10,Part One,DEWEY ST,42.31676691,-71.07714054,"(42.31676691, -71.07714054)"
I162023952,00301,Robbery,ROBBERY - STREET,A7,35,,2016-03-25 21:00:00,2016,3,Friday,21,Part One,LEWIS MALL,42.36849441,-71.04004705,"(42.36849441, -71.04004705)"
I162023937,00381,Robbery,ROBBERY - CAR JACKING,B2,294,,2016-03-28 14:04:00,2016,3,Monday,14,Part One,ALPINE ST,42.32642853,-71.08628759,"(42.32642853, -71.08628759)"
I162023872,00301,Robbery,ROBBERY - STREET,E18,498,,2016-03-19 00:00:00,2016,3,Saturday,0,Part One,COLLINS ST,42.27032043,-71.12059865,"(42.27032043, -71.12059865)"
I162023795,00301,Robbery,ROBBERY - STREET,B3,427,,2016-03-27 22:16:00,2016,3,Sunday,22,Part One,BABSON ST,42.27647573,-71.09256906,"(42.27647573, -71.09256906)"
I162023470,00301,Robbery,ROBBERY - STREET,D4,119,,2016-03-17 23:30:00,2016,3,Thursday,23,Part One,PARK ST,42.35650174,-71.0619996,"(42.35650174, -71.06199960)"
I162023424,00301,Robbery,ROBBERY - STREET,B3,302,,2016-03-25 21:30:00,2016,3,Friday,21,Part One,CENTRE ST,42.32270922,-71.09932317,"(42.32270922, -71.09932317)"
I162023387,00351,Robbery,ROBBERY - BANK,D4,134,,2016-03-26 10:38:00,2016,3,Saturday,10,Part One,BOYLSTON ST,42.35157076,-71.07186599,"(42.35157076, -71.07186599)"
I162023350,00301,Robbery,ROBBERY - STREET,B2,315,,2016-03-26 06:37:00,2016,3,Saturday,6,Part One,HUMBOLDT AVE,,,"(0.00000000, 0.00000000)"
I162023301,00301,Robbery,ROBBERY - STREET,A1,105,,2016-03-26 00:29:00,2016,3,Saturday,0,Part One,SUMMER ST,42.35450139,-71.05916774,"(42.35450139, -71.05916774)"
I162023287,00301,Robbery,ROBBERY - STREET,D4,145,,2016-03-25 20:00:00,2016,3,Friday,20,Part One,SAINT BOTOLPH ST,42.34295139,-71.0831454,"(42.34295139, -71.08314540)"
I162023265,00301,Robbery,ROBBERY - STREET,E13,586,,2016-03-25 20:45:00,2016,3,Friday,20,Part One,BROMLEY ST,42.32543057,-71.09972176,"(42.32543057, -71.09972176)"
I162023254,00301,Robbery,ROBBERY - STREET,C11,462,,2016-03-25 21:17:00,2016,3,Friday,21,Part One,BOWDOIN ST,42.3034337,-71.07154531,"(42.30343370, -71.07154531)"
I162023252,00301,Robbery,ROBBERY - STREET,B2,331,,2016-03-25 21:08:00,2016,3,Friday,21,Part One,DRAYTON AVE,42.31215757,-71.07056813,"(42.31215757, -71.07056813)"
I162023240,00301,Robbery,ROBBERY - STREET,C6,211,,2016-03-25 18:46:00,2016,3,Friday,18,Part One,BOLTON ST,42.33936877,-71.04882856,"(42.33936877, -71.04882856)"
I162023212,00361,Robbery,ROBBERY - OTHER,C11,348,,2016-03-25 16:40:00,2016,3,Friday,16,Part One,DORCHESTER AVE,42.30514171,-71.05898128,"(42.30514171, -71.05898128)"
I162023180,00361,Robbery,ROBBERY - OTHER,E18,501,,2016-03-25 15:15:00,2016,3,Friday,15,Part One,HYDE PARK AVE,42.27930648,-71.1190981,"(42.27930648, -71.11909810)"
I162023067,00361,Robbery,ROBBERY - OTHER,B2,312,,2016-03-25 06:00:00,2016,3,Friday,6,Part One,HAROLD ST,42.31688606,-71.0900119,"(42.31688606, -71.09001190)"
