INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I182046485,00371,Robbery,ROBBERY - HOME INVASION,C11,450,,2018-06-15 04:00:00,2018,6,Friday,4,Part One,WASHINGTON ST,42.29360585,-71.0718865,"(42.29360585, -71.07188650)"
I182046461,00301,Robbery,ROBBERY - STREET,A1,118,,2018-06-15 02:19:00,2018,6,Friday,2,Part One,BOYLSTON ST,42.35251005,-71.06719166,"(42.35251005, -71.06719166)"
I182046418,00311,Robbery,ROBBERY - COMMERCIAL,C11,257,,2018-06-14 21:10:00,2018,6,Thursday,21,Part One,TREMONT ST,42.356585,-71.06189505,"(42.35658500, -71.06189505)"
I182046098,00301,Robbery,ROBBERY - STREET,D4,903,,2018-06-13 22:00:00,2018,6,Wednesday,22,Part One,LATTIMORE CT,42.33676619,-71.08205122,"(42.33676619, -71.08205122)"
I182046063,00301,Robbery,ROBBERY - STREET,B2, ,,2018-06-13 21:14:00,2018,6,Wednesday,21,Part One,MARTIN LUTHER KING JR BLV,,,"(0.00000000, 0.00000000)"
I182045702,00301,Robbery,ROBBERY - STREET,C6,914,,2018-06-12 19:15:00,2018,6,Tuesday,19,Part One,MONSIGNOR DENNIS F O'CALL,42.32476494,-71.05340359,"(42.32476494, -71.05340359)"
I182045661,00361,Robbery,ROBBERY - OTHER,B3,406,,2018-06-12 16:46:00,2018,6,Tuesday,16,Part One,RIVER ST,42.27130225,-71.07442362,"(42.27130225, -71.07442362)"
I182045434,00311,Robbery,ROBBERY - COMMERCIAL,D4,285,,2018-06-12 00:48:00,2018,6,Tuesday,0,Part One,TREMONT ST,42.33738014,-71.08388901,"(42.33738014, -71.08388901)"
I182045396,00311,Robbery,ROBBERY - COMMERCIAL,E18,495,,2018-06-11 20:43:00,2018,6,Monday,20,Part One,,,,"(0.00000000, 0.00000000)"
I182045206,00301,Robbery,ROBBERY - STREET,A1,101,,2018-06-08 12:43:00,2018,6,Friday,12,Part One,MILK ST,42.35822966,-71.05362239,"(42.35822966, -71.05362239)"
I182044936,00301,Robbery,ROBBERY - STREET,C11,402,,2018-06-10 13:15:00,2018,6,Sunday,13,Part One,DORCHESTER AVE,42.28526024,-71.06444063,"(42.28526024, -71.06444063)"
I182044923,00301,Robbery,ROBBERY - STREET,B3,406,,2018-06-10 13:33:00,2018,6,Sunday,13,Part One,RIVER ST,42.27130225,-71.07442362,"(42.27130225, -71.07442362)"
I182044892,00301,Robbery,ROBBERY - STREET,E5,732,,2018-06-08 23:00:00,2018,6,Friday,23,Part One,TEMPLE ST,42.27980181,-71.16196326,"(42.27980181, -71.16196326)"
I182044854,00301,Robbery,ROBBERY - STREET,B2,316,,2018-06-10 02:45:00,2018,6,Sunday,2,Part One,HAROLD ST,42.31331114,-71.09231517,"(42.31331114, -71.09231517)"
I182044832,00301,Robbery,ROBBERY - STREET,C11,392,,2018-06-10 00:51:00,2018,6,Sunday,0,Part One,ADAMS ST,42.28824992,-71.05536739,"(42.28824992, -71.05536739)"
I182044724,00301,Robbery,ROBBERY - STREET,B2,329,,2018-06-09 15:56:00,2018,6,Saturday,15,Part One,BRUNSWICK ST,42.31089986,-71.08007661,"(42.31089986, -71.08007661)"
I182044700,00311,Robbery,ROBBERY - COMMERCIAL,B2,311,,2018-06-09 14:27:00,2018,6,Saturday,14,Part One,WARREN ST,42.3169665,-71.08254058,"(42.31696650, -71.08254058)"
I182044586,00301,Robbery,ROBBERY - STREET,A1,123,,2018-06-09 03:33:00,2018,6,Saturday,3,Part One,OAK ST,42.34823537,-71.06288251,"(42.34823537, -71.06288251)"
I182044499,00361,Robbery,ROBBERY - OTHER,B2,325,,2018-06-08 19:38:00,2018,6,Friday,19,Part One,WOODCLIFF ST,42.31580934,-71.07618683,"(42.31580934, -71.07618683)"
I182044249,00301,Robbery,ROBBERY - STREET,D4,143,,2018-06-08 04:09:00,2018,6,Friday,4,Part One,DALTON ST,42.3457782,-71.08429595,"(42.34577820, -71.08429595)"
I182044168,00311,Robbery,ROBBERY - COMMERCIAL,B3,443,,2018-06-07 19:52:00,2018,6,Thursday,19,Part One,HARVARD ST,42.29648008,-71.08001594,"(42.29648008, -71.08001594)"
I182044109,00351,Robbery,ROBBERY - BANK,C6,191,,2018-06-07 17:06:00,2018,6,Thursday,17,Part One,SOUTHAMPTON ST,42.32962107,-71.05763827,"(42.32962107, -71.05763827)"
I182043997,00301,Robbery,ROBBERY - STREET,A1,97,,2018-06-05 00:00:00,2018,6,Tuesday,0,Part One,TREMONT ST,42.35907171,-71.05973044,"(42.35907171, -71.05973044)"
I182043961,00361,Robbery,ROBBERY - OTHER,A7,2,,2018-06-06 18:30:00,2018,6,Wednesday,18,Part One,FAYWOOD AVE,42.39214603,-71.00893922,"(42.39214603, -71.00893922)"
I182043961,00301,Robbery,ROBBERY - STREET,A7,2,,2018-06-06 18:30:00,2018,6,Wednesday,18,Part One,FAYWOOD AVE,42.39214603,-71.00893922,"(42.39214603, -71.00893922)"
I182043912,00301,Robbery,ROBBERY - STREET,A1,92,,2018-06-07 00:22:00,2018,6,Thursday,0,Part One,COURT ST,,,"(0.00000000, 0.00000000)"
I182043908,00301,Robbery,ROBBERY - STREET,B3,426,,2018-06-07 01:26:00,2018,6,Thursday,1,Part One,RIVER ST,42.26871441,-71.09221139,"(42.26871441, -71.09221139)"
I182043896,00301,Robbery,ROBBERY - STREET,A1,173,,2018-06-07 00:17:00,2018,6,Thursday,0,Part One,ATLANTIC AVE,42.3499784,-71.05683752,"(42.34997840, -71.05683752)"
I182043883,00361,Robbery,ROBBERY - OTHER,B2,911,,2018-06-06 22:50:00,2018,6,Wednesday,22,Part One,WEST ST,42.35459106,-71.0621901,"(42.35459106, -71.06219010)"
I182042844,00301,Robbery,ROBBERY - STREET,A1, ,,2018-06-03 02:00:00,2018,6,Sunday,2,Part One,STUART ST,,,"(0.00000000, 0.00000000)"
I182043745,00361,Robbery,ROBBERY - OTHER,B2,61,,2018-06-06 13:00:00,2018,6,Wednesday,13,Part One,,,,"(0.00000000, 0.00000000)"
I182043662,00351,Robbery,ROBBERY - BANK,E18,525,,2018-06-06 11:36:00,2018,6,Wednesday,11,Part One,TRUMAN PKWY,42.24124926,-71.12629908,"(42.24124926, -71.12629908)"
I182043571,00381,Robbery,ROBBERY - CAR JACKING,B3,450,,2018-06-05 23:53:00,2018,6,Tuesday,23,Part One,DUNLAP ST,42.29281079,-71.07327594,"(42.29281079, -71.07327594)"
I182043530,00361,Robbery,ROBBERY - OTHER,D4,143,,2018-06-05 20:00:00,2018,6,Tuesday,20,Part One,BOYLSTON ST,42.34862382,-71.08277637,"(42.34862382, -71.08277637)"
I182043514,00311,Robbery,ROBBERY - COMMERCIAL,E13,608,,2018-06-05 20:29:00,2018,6,Tuesday,20,Part One,HUNTINGTON AVE,42.33186291,-71.1123942,"(42.33186291, -71.11239420)"
I182043457,00351,Robbery,ROBBERY - BANK,A1,73,,2018-06-05 16:47:00,2018,6,Tuesday,16,Part One,BEACON ST,42.35812101,-71.06085258,"(42.35812101, -71.06085258)"
I182043423,00361,Robbery,ROBBERY - OTHER,E18,480,,2018-06-05 15:31:00,2018,6,Tuesday,15,Part One,FAIRLAWN AVE,42.26788791,-71.10067012,"(42.26788791, -71.10067012)"
I182043356,00351,Robbery,ROBBERY - BANK,E18,493,,2018-06-05 12:52:00,2018,6,Tuesday,12,Part One,RIVER ST,42.26283035,-71.10809203,"(42.26283035, -71.10809203)"
I182043333,00301,Robbery,ROBBERY - STREET,D4,170,,2018-06-05 12:04:00,2018,6,Tuesday,12,Part One,MASSACHUSETTS AVE,42.33562126,-71.07582361,"(42.33562126, -71.07582361)"
I182043055,00351,Robbery,ROBBERY - BANK,A1,111,,2018-06-04 11:42:00,2018,6,Monday,11,Part One,WINTER ST,42.35571985,-71.06110871,"(42.35571985, -71.06110871)"
I182043005,00301,Robbery,ROBBERY - STREET,B2,257,,2018-06-04 07:58:00,2018,6,Monday,7,Part One,HANCOCK ST,42.31558145,-71.0661489,"(42.31558145, -71.06614890)"
I182042747,00301,Robbery,ROBBERY - STREET,B2,566,,2018-06-03 04:38:00,2018,6,Sunday,4,Part One,FRANKLIN PARK RD,42.30238064,-71.0871183,"(42.30238064, -71.08711830)"
I182042709,00301,Robbery,ROBBERY - STREET,B3,449,,2018-06-03 00:51:00,2018,6,Sunday,0,Part One,TALBOT AVE,42.29196961,-71.07795509,"(42.29196961, -71.07795509)"
I182042677,00301,Robbery,ROBBERY - STREET,C11,358,,2018-06-02 22:11:00,2018,6,Saturday,22,Part One,GENEVA AVE,42.29848866,-71.06313294,"(42.29848866, -71.06313294)"
I182042660,00311,Robbery,ROBBERY - COMMERCIAL,E13,607,,2018-06-02 21:10:00,2018,6,Saturday,21,Part One,DAY ST,42.32461801,-71.10804116,"(42.32461801, -71.10804116)"
I182042660,00361,Robbery,ROBBERY - OTHER,E13,607,,2018-06-02 21:10:00,2018,6,Saturday,21,Part One,DAY ST,42.32461801,-71.10804116,"(42.32461801, -71.10804116)"
I182042588,00311,Robbery,ROBBERY - COMMERCIAL,A1,116,,2018-06-02 16:00:00,2018,6,Saturday,16,Part One,ESSEX ST,42.35232087,-71.05801215,"(42.35232087, -71.05801215)"
I182042586,00361,Robbery,ROBBERY - OTHER,D4,134,,2018-06-02 15:29:00,2018,6,Saturday,15,Part One,BOYLSTON ST,42.35009599,-71.0773211,"(42.35009599, -71.07732110)"
I182042556,00301,Robbery,ROBBERY - STREET,E13,574,,2018-06-02 14:16:00,2018,6,Saturday,14,Part One,OPHIR ST,42.31087647,-71.1044458,"(42.31087647, -71.10444580)"
I182042467,00301,Robbery,ROBBERY - STREET,A1,124,,2018-06-02 07:01:00,2018,6,Saturday,7,Part One,HARRISON AVE,42.34753377,-71.0627565,"(42.34753377, -71.06275650)"
I182042039,00301,Robbery,ROBBERY - STREET,B3,432,,2018-05-31 21:21:00,2018,5,Thursday,21,Part One,NORFOLK ST,42.28287754,-71.08474489,"(42.28287754, -71.08474489)"
I182042030,00301,Robbery,ROBBERY - STREET,B2,308,,2018-05-30 23:49:00,2018,5,Wednesday,23,Part One,MUNROE ST,42.3185759,-71.08767243,"(42.31857590, -71.08767243)"
I182041701,00301,Robbery,ROBBERY - STREET,C11,332,,2018-05-30 20:33:00,2018,5,Wednesday,20,Part One,GLENDALE ST,42.31288478,-71.06698234,"(42.31288478, -71.06698234)"
I182041689,00311,Robbery,ROBBERY - COMMERCIAL,A7,824,,2018-05-30 20:08:00,2018,5,Wednesday,20,Part One,TRENTON ST,42.37968456,-71.03428645,"(42.37968456, -71.03428645)"
I182041372,00301,Robbery,ROBBERY - STREET,A7,26,,2018-05-29 20:12:00,2018,5,Tuesday,20,Part One,MERIDIAN ST,42.37374231,-71.03905688,"(42.37374231, -71.03905688)"
I182041206,00301,Robbery,ROBBERY - STREET,A7,27,,2018-05-29 12:00:00,2018,5,Tuesday,12,Part One,HAVRE ST,42.36953195,-71.0412243,"(42.36953195, -71.04122430)"
I182041092,00301,Robbery,ROBBERY - STREET,B2,268,,2018-05-29 04:30:00,2018,5,Tuesday,4,Part One,EUSTIS ST,42.3290038,-71.07838214,"(42.32900380, -71.07838214)"
I182041086,00301,Robbery,ROBBERY - STREET,E13,304,,2018-05-29 03:59:00,2018,5,Tuesday,3,Part One,WASHINGTON ST,42.31615184,-71.09795135,"(42.31615184, -71.09795135)"
I182040985,00301,Robbery,ROBBERY - STREET,B2,288,,2018-05-28 18:07:00,2018,5,Monday,18,Part One,WASHINGTON ST,42.32925905,-71.08482402,"(42.32925905, -71.08482402)"
I182040953,00301,Robbery,ROBBERY - STREET,A1,91,,2018-05-28 16:45:00,2018,5,Monday,16,Part One,HANOVER ST,42.36339154,-71.05488123,"(42.36339154, -71.05488123)"
I182040797,00301,Robbery,ROBBERY - STREET,D4, ,,2018-05-27 21:50:00,2018,5,Sunday,21,Part One,,,,"(0.00000000, 0.00000000)"
I182040582,00301,Robbery,ROBBERY - STREET,A1, ,,2018-05-27 03:22:00,2018,5,Sunday,3,Part One,ARCH ST,,,"(0.00000000, 0.00000000)"
I182040399,00301,Robbery,ROBBERY - STREET,B2,287,,2018-05-24 18:10:00,2018,5,Thursday,18,Part One,WASHINGTON ST,42.33044113,-71.08373481,"(42.33044113, -71.08373481)"
I182040322,00301,Robbery,ROBBERY - STREET,B2,324,,2018-05-26 09:01:00,2018,5,Saturday,9,Part One,BROOKFORD ST,42.31840696,-71.0763541,"(42.31840696, -71.07635410)"
I182040296,00361,Robbery,ROBBERY - OTHER,D14,812,,2018-05-25 19:20:00,2018,5,Friday,19,Part One,N HARVARD ST,42.36668653,-71.12529557,"(42.36668653, -71.12529557)"
I182040286,00361,Robbery,ROBBERY - OTHER,B2,329,,2018-05-26 03:35:00,2018,5,Saturday,3,Part One,WASHINGTON ST,42.30775024,-71.08273084,"(42.30775024, -71.08273084)"
I182040277,00301,Robbery,ROBBERY - STREET,A7,35,,2018-05-26 02:50:00,2018,5,Saturday,2,Part One,ORLEANS ST,42.368114,-71.03798232,"(42.36811400, -71.03798232)"
I182040240,00301,Robbery,ROBBERY - STREET,D4,620,,2018-05-25 23:24:00,2018,5,Friday,23,Part One,BURBANK ST,42.34447409,-71.08889326,"(42.34447409, -71.08889326)"
I182040201,00301,Robbery,ROBBERY - STREET,A7,27,,2018-05-25 20:44:00,2018,5,Friday,20,Part One,MAVERICK ST,42.37029336,-71.03925861,"(42.37029336, -71.03925861)"
I182040142,00361,Robbery,ROBBERY - OTHER,C11,395,,2018-05-25 17:37:00,2018,5,Friday,17,Part One,HARRISON AVE,42.33511904,-71.0749171,"(42.33511904, -71.07491710)"
I182040070,00361,Robbery,ROBBERY - OTHER,E13,607,,2018-05-25 14:12:00,2018,5,Friday,14,Part One,HEATH ST,42.32665471,-71.10679596,"(42.32665471, -71.10679596)"
I182039894,00311,Robbery,ROBBERY - COMMERCIAL,E18,532,,2018-05-24 20:19:00,2018,5,Thursday,20,Part One,RIVER ST,42.2445177,-71.13722687,"(42.24451770, -71.13722687)"
I182039891,00311,Robbery,ROBBERY - COMMERCIAL,B3,458,,2018-05-24 20:16:00,2018,5,Thursday,20,Part One,GLENWAY ST,42.30131086,-71.08443841,"(42.30131086, -71.08443841)"
I182039846,00311,Robbery,ROBBERY - COMMERCIAL,D4,129,,2018-05-24 18:18:00,2018,5,Thursday,18,Part One,BOYLSTON ST,42.34862382,-71.08277637,"(42.34862382, -71.08277637)"
I182039676,00301,Robbery,ROBBERY - STREET,A1,112,,2018-05-24 03:00:00,2018,5,Thursday,3,Part One,AVENUE DE LAFAYETTE,42.35331987,-71.06102314,"(42.35331987, -71.06102314)"
I182039649,00301,Robbery,ROBBERY - STREET,B2,316,,2018-05-24 03:22:00,2018,5,Thursday,3,Part One,HOMESTEAD ST,42.31342215,-71.09348975,"(42.31342215, -71.09348975)"
I182039608,00301,Robbery,ROBBERY - STREET,B2,309,,2018-05-23 22:01:00,2018,5,Wednesday,22,Part One,BOWER ST,42.31996758,-71.08715022,"(42.31996758, -71.08715022)"
I182039564,00301,Robbery,ROBBERY - STREET,A15,54,,2018-05-23 18:54:00,2018,5,Wednesday,18,Part One,HOLDEN ROW,42.37826676,-71.06520304,"(42.37826676, -71.06520304)"
I182039458,00301,Robbery,ROBBERY - STREET,A15,54,,2018-05-21 07:00:00,2018,5,Monday,7,Part One,WALKER ST,42.3791344,-71.06685375,"(42.37913440, -71.06685375)"
I182039263,00301,Robbery,ROBBERY - STREET,D4,133,,2018-05-23 02:15:00,2018,5,Wednesday,2,Part One,ARLINGTON ST,42.35287295,-71.07118968,"(42.35287295, -71.07118968)"
I182039239,00361,Robbery,ROBBERY - OTHER,B3,417,,2018-05-22 23:08:00,2018,5,Tuesday,23,Part One,MORA ST,42.28208198,-71.07364875,"(42.28208198, -71.07364875)"
I182039188,00301,Robbery,ROBBERY - STREET,A7,902,,2018-05-22 20:13:00,2018,5,Tuesday,20,Part One,LEWIS MALL,42.36849441,-71.04004705,"(42.36849441, -71.04004705)"
I182039168,00301,Robbery,ROBBERY - STREET,A15,55,,2018-05-22 18:38:00,2018,5,Tuesday,18,Part One,HANCOCK ST,42.37845716,-71.06251441,"(42.37845716, -71.06251441)"
I182038814,00301,Robbery,ROBBERY - STREET,A1, ,,2018-05-21 18:00:00,2018,5,Monday,18,Part One,BEACON ST,,,"(0.00000000, 0.00000000)"
I182038763,00381,Robbery,ROBBERY - CAR JACKING,C11,364,Y,2018-05-21 16:25:00,2018,5,Monday,16,Part One,CENTRE ST,42.29506405,-71.05672533,"(42.29506405, -71.05672533)"
I182038583,00301,Robbery,ROBBERY - STREET,A1,116,,2018-05-21 05:45:00,2018,5,Monday,5,Part One,HUDSON ST,42.35074197,-71.06006135,"(42.35074197, -71.06006135)"
I182038569,00301,Robbery,ROBBERY - STREET,A1, ,,2018-05-21 01:54:00,2018,5,Monday,1,Part One,STUART ST,,,"(0.00000000, 0.00000000)"
I182038557,00301,Robbery,ROBBERY - STREET,A1, ,,2018-05-21 00:21:00,2018,5,Monday,0,Part One,ATLANTIC AVE,,,"(0.00000000, 0.00000000)"
I182038538,00361,Robbery,ROBBERY - OTHER,C11,335,,2018-05-20 22:30:00,2018,5,Sunday,22,Part One,COLEMAN ST,42.30776342,-71.06683062,"(42.30776342, -71.06683062)"
I182038535,00361,Robbery,ROBBERY - OTHER,C11,395,,2018-05-20 22:35:00,2018,5,Sunday,22,Part One,VAN WINKLE ST,42.28250165,-71.0636383,"(42.28250165, -71.06363830)"
I182038339,00301,Robbery,ROBBERY - STREET,C11, ,,2018-05-20 09:19:00,2018,5,Sunday,9,Part One,HARVARD ST,,,"(0.00000000, 0.00000000)"
I182038285,00301,Robbery,ROBBERY - STREET,C11,342,,2018-05-20 00:01:00,2018,5,Sunday,0,Part One,BLAKEVILLE ST,42.30387085,-71.07048462,"(42.30387085, -71.07048462)"
I182038272,00301,Robbery,ROBBERY - STREET,B2,179,,2018-05-19 22:56:00,2018,5,Saturday,22,Part One,,,,"(0.00000000, 0.00000000)"
I182038086,00301,Robbery,ROBBERY - STREET,E13,307,,2018-05-18 21:00:00,2018,5,Friday,21,Part One,COLUMBUS AVE,42.31590032,-71.09820045,"(42.31590032, -71.09820045)"
I182037852,00301,Robbery,ROBBERY - STREET,A15,56,,2018-05-17 22:30:00,2018,5,Thursday,22,Part One,GREEN ST,42.37601727,-71.06391748,"(42.37601727, -71.06391748)"
I182037836,00301,Robbery,ROBBERY - STREET,A1,111,,2018-05-18 12:38:00,2018,5,Friday,12,Part One,TREMONT ST,42.35311007,-71.06432264,"(42.35311007, -71.06432264)"
I182037755,00301,Robbery,ROBBERY - STREET,B3,463,,2018-05-15 18:30:00,2018,5,Tuesday,18,Part One,BLUE HILL AVE,42.29489981,-71.08805852,"(42.29489981, -71.08805852)"
I182037505,00361,Robbery,ROBBERY - OTHER,A1,126,,2018-05-17 13:24:00,2018,5,Thursday,13,Part One,ARLINGTON ST,42.34825252,-71.06924615,"(42.34825252, -71.06924615)"
I182037361,00361,Robbery,ROBBERY - OTHER,E18,480,,2018-05-16 23:10:00,2018,5,Wednesday,23,Part One,FAIRLAWN AVE,42.26788791,-71.10067012,"(42.26788791, -71.10067012)"
I182037347,00311,Robbery,ROBBERY - COMMERCIAL,D14,796,,2018-05-16 21:57:00,2018,5,Wednesday,21,Part One,COMMONWEALTH AVE,42.35068065,-71.12769723,"(42.35068065, -71.12769723)"
I182037192,00301,Robbery,ROBBERY - STREET,A1,97,,2018-05-10 02:00:00,2018,5,Thursday,2,Part One,PI ALY,42.35811879,-71.0584551,"(42.35811879, -71.05845510)"
I182037089,00361,Robbery,ROBBERY - OTHER,A1,115,,2018-05-16 04:45:00,2018,5,Wednesday,4,Part One,SOUTH ST,42.35110203,-71.05735186,"(42.35110203, -71.05735186)"
I182037045,00311,Robbery,ROBBERY - COMMERCIAL,B3,457,,2018-05-15 21:37:00,2018,5,Tuesday,21,Part One,BLUE HILL AVE,42.30082268,-71.08589873,"(42.30082268, -71.08589873)"
I182037043,00301,Robbery,ROBBERY - STREET,B3,438,,2018-05-15 20:04:00,2018,5,Tuesday,20,Part One,SOUTHERN AVE,42.29026233,-71.07473856,"(42.29026233, -71.07473856)"
I182036864,00381,Robbery,ROBBERY - CAR JACKING,A1,117,,2018-05-15 11:22:00,2018,5,Tuesday,11,Part One,WASHINGTON ST,42.35123006,-71.06289921,"(42.35123006, -71.06289921)"
I182036750,00301,Robbery,ROBBERY - STREET,B2,276,,2018-05-15 00:36:00,2018,5,Tuesday,0,Part One,SHAWMUT AVE,42.33248759,-71.08365801,"(42.33248759, -71.08365801)"
I182036463,00301,Robbery,ROBBERY - STREET,D4,130,,2018-05-14 02:25:00,2018,5,Monday,2,Part One,DARTMOUTH ST,42.34762277,-71.07606735,"(42.34762277, -71.07606735)"
I182036259,00301,Robbery,ROBBERY - STREET,A1,116,,2018-05-13 04:35:00,2018,5,Sunday,4,Part One,KINGSTON ST,42.35202275,-71.05932,"(42.35202275, -71.05932000)"
I182036232,00301,Robbery,ROBBERY - STREET,E13, ,,2018-05-13 01:44:06,2018,5,Sunday,1,Part One,,,,"(0.00000000, 0.00000000)"
I182036108,00361,Robbery,ROBBERY - OTHER,C11,365,,2018-05-12 13:47:29,2018,5,Saturday,13,Part One,ADAMS ST,42.29166311,-71.05732414,"(42.29166311, -71.05732414)"
I182036105,00301,Robbery,ROBBERY - STREET,A7,16,,2018-05-12 14:34:00,2018,5,Saturday,14,Part One,SARATOGA ST,42.38064063,-71.02556481,"(42.38064063, -71.02556481)"
I182036000,00381,Robbery,ROBBERY - CAR JACKING,B2,316,,2018-05-12 02:51:00,2018,5,Saturday,2,Part One,RUTHVEN ST,42.31302406,-71.09073569,"(42.31302406, -71.09073569)"
I182035990,00301,Robbery,ROBBERY - STREET,C11,361,,2018-05-12 01:56:00,2018,5,Saturday,1,Part One,ALLSTON ST,42.29168992,-71.06671068,"(42.29168992, -71.06671068)"
I182035974,00301,Robbery,ROBBERY - STREET,E5,559,,2018-05-11 23:30:00,2018,5,Friday,23,Part One,WASHINGTON ST,42.28180103,-71.13311579,"(42.28180103, -71.13311579)"
I182035945,00311,Robbery,ROBBERY - COMMERCIAL,E5,680,,2018-05-11 21:25:00,2018,5,Friday,21,Part One,WASHINGTON ST,42.28309189,-71.131732,"(42.28309189, -71.13173200)"
I182035929,00371,Robbery,ROBBERY - HOME INVASION,B3,458,,2018-05-11 19:42:00,2018,5,Friday,19,Part One,GLENWAY ST,42.30131086,-71.08443841,"(42.30131086, -71.08443841)"
I182035820,00361,Robbery,ROBBERY - OTHER,B2,328,,2018-05-11 12:58:00,2018,5,Friday,12,Part One,COLEUS PARK,42.31025836,-71.07587229,"(42.31025836, -71.07587229)"
I182035690,00301,Robbery,ROBBERY - STREET,A1,229,,2018-05-11 05:53:00,2018,5,Friday,5,Part One,BOYLSTON ST,42.3523119,-71.0637051,"(42.35231190, -71.06370510)"
I182035679,00301,Robbery,ROBBERY - STREET,B2,183,,2018-05-11 01:44:00,2018,5,Friday,1,Part One,LEYLAND ST,42.32066147,-71.07067867,"(42.32066147, -71.07067867)"
I182035677,00301,Robbery,ROBBERY - STREET,B3,428,,2018-05-11 01:20:00,2018,5,Friday,1,Part One,BLUE HILL AVE,42.28374569,-71.09153583,"(42.28374569, -71.09153583)"
I182035667,00311,Robbery,ROBBERY - COMMERCIAL,B3,436,,2018-05-11 00:03:00,2018,5,Friday,0,Part One,NORFOLK ST,42.28915232,-71.07346,"(42.28915232, -71.07346000)"
I182035476,00301,Robbery,ROBBERY - STREET,C6,175,,2018-05-10 13:25:00,2018,5,Thursday,13,Part One,ATKINSON ST,42.33189752,-71.06908191,"(42.33189752, -71.06908191)"
I182035108,00361,Robbery,ROBBERY - OTHER,A1,104,,2018-05-09 00:10:00,2018,5,Wednesday,0,Part One,FRANKLIN ST,42.35555882,-71.05849336,"(42.35555882, -71.05849336)"
I182035096,00361,Robbery,ROBBERY - OTHER,C11,362,,2018-05-09 10:11:00,2018,5,Wednesday,10,Part One,WASHINGTON ST,42.29212974,-71.07175746,"(42.29212974, -71.07175746)"
I182035074,00301,Robbery,ROBBERY - STREET,B2,257,,2018-04-30 10:00:00,2018,4,Monday,10,Part One,COLUMBIA RD,42.31685976,-71.06527513,"(42.31685976, -71.06527513)"
I182035050,00301,Robbery,ROBBERY - STREET,A1,94,,2018-05-09 02:00:00,2018,5,Wednesday,2,Part One,STATE ST,42.359287,-71.05379102,"(42.35928700, -71.05379102)"
I182035010,00301,Robbery,ROBBERY - STREET,A7,22,,2018-05-08 21:15:00,2018,5,Tuesday,21,Part One,MARION ST,42.37575891,-71.03536688,"(42.37575891, -71.03536688)"
I182034978,00301,Robbery,ROBBERY - STREET,A15,900,,2018-05-08 18:02:00,2018,5,Tuesday,18,Part One,TUFTS ST,42.37877257,-71.05677893,"(42.37877257, -71.05677893)"
I182034895,00301,Robbery,ROBBERY - STREET,C6,459,,2018-05-07 17:20:00,2018,5,Monday,17,Part One,COLUMBIA RD,42.30391611,-71.08259618,"(42.30391611, -71.08259618)"
I182034694,00301,Robbery,ROBBERY - STREET,B3,427,,2018-05-07 16:02:00,2018,5,Monday,16,Part One,NORFOLK ST,42.27897754,-71.08954272,"(42.27897754, -71.08954272)"
I182034626,00351,Robbery,ROBBERY - BANK,D14,804,,2018-05-07 17:24:00,2018,5,Monday,17,Part One,EVERETT ST,42.35595391,-71.13852468,"(42.35595391, -71.13852468)"
I182034578,00351,Robbery,ROBBERY - BANK,C11,381,,2018-05-07 15:12:00,2018,5,Monday,15,Part One,GALLIVAN BLVD,42.28512354,-71.04405667,"(42.28512354, -71.04405667)"
I182034553,00361,Robbery,ROBBERY - OTHER,C11,402,,2018-05-07 13:47:00,2018,5,Monday,13,Part One,FULLER ST,42.28368807,-71.06587898,"(42.28368807, -71.06587898)"
I182034543,00371,Robbery,ROBBERY - HOME INVASION,B2,911,,2018-05-07 13:21:00,2018,5,Monday,13,Part One,PRENTISS ST,42.33414659,-71.09470188,"(42.33414659, -71.09470188)"
I182034484,00361,Robbery,ROBBERY - OTHER,D4,171,,2018-05-07 11:04:00,2018,5,Monday,11,Part One,SUMMER ST,42.35521625,-71.06012863,"(42.35521625, -71.06012863)"
I182034332,00361,Robbery,ROBBERY - OTHER,D4, ,,2018-05-06 20:03:00,2018,5,Sunday,20,Part One,HERALD ST,,,"(0.00000000, 0.00000000)"
I182034152,00361,Robbery,ROBBERY - OTHER,E13,906,,2018-05-06 03:47:00,2018,5,Sunday,3,Part One,HEATH ST,42.32624204,-71.10317575,"(42.32624204, -71.10317575)"
I182034093,00301,Robbery,ROBBERY - STREET,C11,335,,2018-05-05 23:09:00,2018,5,Saturday,23,Part One,BARRY ST,42.30977065,-71.06699385,"(42.30977065, -71.06699385)"
I182034083,00301,Robbery,ROBBERY - STREET,B2,280,,2018-05-05 22:44:00,2018,5,Saturday,22,Part One,DUDLEY ST,42.32872589,-71.08382217,"(42.32872589, -71.08382217)"
I182034049,00301,Robbery,ROBBERY - STREET,C6,176,,2018-05-05 19:37:00,2018,5,Saturday,19,Part One,MOORE ST,42.33126177,-71.06588201,"(42.33126177, -71.06588201)"
I182033852,00301,Robbery,ROBBERY - STREET,A1,112,,2018-05-05 01:11:00,2018,5,Saturday,1,Part One,CHAUNCY ST,42.35251737,-71.06112927,"(42.35251737, -71.06112927)"
